INV_TYPE,EMP_NO,ARROND,ARROND_NOM,Rue,Rue_cote,No_civique,Emplacement,Coord_X,Coord_Y,SIGLE,Essence_latin,Essence_fr,Essence_ang,DHP,Date_releve,Date_plantation,LOCALISATION,Localisation_code,CODE_PARC,NOM_PARC,Rue_de,Rue_a,Distance_pave,Distance_ligne_rue,Stationnement_jour,Stationnement_heure,District,Remarquable,Code_secteur,Nom_secteur,Coord_X,Coord_Y,Latitude,Longitude
,0000112,15,Outremont,DUNLOP,,   934,parterre,"295216,11","5041815,88",,GYMNOCLADUS DIOICUS 'ESPRESSO',,,"6,00",2023-03.23,,gauche,,,,DUCHARME,"MANOIR, DU","0,00",,Tout temps,,P,,1,,"295216,11","5041815,88",,
,0000113,15,Outremont,DUNLOP,,   934,parterre,"295210,49","5041819,66",,GLEDITSIA T. I.  SHADEMASTER,,,"13,00",2023-03.23,,façade,,,,DUCHARME,"MANOIR, DU","0,00",,Tout temps,,P,,1,,"295210,49","5041819,66",,
,0000114,15,Outremont,DUNLOP,,   940,parterre,"295202,11","5041823,82",,OSTRYA VIRGINIANA,,,"4,00",2023-03.23,,façade,,,,DUCHARME,"MANOIR, DU","0,00",,Tout temps,,P,,1,,"295202,11","5041823,82",,
,0000115,15,Outremont,DUNLOP,,   940,parterre,"295196,70","5041827,19",,ACER PLATANOIDES,,,"29,00",2024-07.25,,droite,,,,DUCHARME,"MANOIR, DU","330,00",,Tout temps,,P,,1,,"295196,70","5041827,19",,
,0000116,15,Outremont,DUNLOP,,   944,parterre,"295187,48","5041832,63",,ACER PLATANOIDES,,,"64,00",2024-07.25,,façade,,,,DUCHARME,"MANOIR, DU","330,00",,Tout temps,,P,,1,,"295187,48","5041832,63",,
,0000117,15,Outremont,DUNLOP,,   950,parterre,"295176,21","5041838,92",,GYMNOCLADUS DIOICUS,,,"5,00",2021-08.09,,façade,,,,DUCHARME,"MANOIR, DU","0,00",,Tout temps,,P,,1,,"295176,21","5041838,92",,
,0000118,15,Outremont,DUNLOP,,   956,parterre,"295169,39","5041844,59",,LIRIODENDRON TULIPIFERA,,,"4,00",2022-05.01,,façade,,,,DUCHARME,"MANOIR, DU","0,00",,Tout temps,,P,,1,,"295169,39","5041844,59",,
,0000119,15,Outremont,HARTLAND,,   904,parterre,"295328,64","5041853,27",,ACER PLATANOIDES,,,"33,00",2024-07.25,,façade,,,,DUCHARME,"MANOIR, DU","320,00",,Ven 7h-9h,,P,,1,,"295328,64","5041853,27",,
,0000120,15,Outremont,HARTLAND,,   904,droite,"295321,99","5041857,97",,ACER PLATANOIDES,,,"62,00",2024-09.09,,droite,,,,DUCHARME,"MANOIR, DU","320,00",,Ven 7h-9h,,P,,1,,"295321,99","5041857,97",,
,0000121,15,Outremont,HARTLAND,,   910,parterre,"295313,47","5041864,27",,GINKGO BILOBA 'WOODSTOCK',,,"9,00",2025-06.12,,façade,,,,DUCHARME,"MANOIR, DU","0,00",,Ven 13h-15h,,P,,1,,"295313,47","5041864,27",,
,0000122,15,Outremont,HARTLAND,,   916,parterre,"295303,12","5041871,78",,TILIA CORDATA  GREENSPIRE,,,"27,00",2025-06.26,,façade,,,,DUCHARME,"MANOIR, DU","330,00",,Ven 7h-9h,,P,,1,,"295303,12","5041871,78",,
,0000123,15,Outremont,HARTLAND,,   920,façade,"295293,11","5041876,81",,ACER PLATANOIDES,,,"52,00",2025-12.12,,façade,,,,DUCHARME,"MANOIR, DU","330,00",,Ven 7h-9h,,P,,1,,"295293,11","5041876,81",,
,0000124,15,Outremont,HARTLAND,,   926,parterre,"295284,56","5041882,29",,GLEDITSIA T. 'STREET KEEPER',,,"6,00",2025-04.17,,façade,,,,DUCHARME,"MANOIR, DU","0,00",,Ven 7h-9h,,P,,1,,"295284,56","5041882,29",,
,0000125,15,Outremont,HARTLAND,,   934,parterre,"295273,39","5041889,75",,ACER PLATANOIDES,,,"31,00",2024-07.25,,façade,,,,DUCHARME,"MANOIR, DU","320,00",,Ven 13h-15h,,P,,1,,"295273,39","5041889,75",,
,0000126,15,Outremont,HARTLAND,,   934,façade,"295265,00","5041894,15",,BETULA NIGRA 'HERITAGE',,,"5,00",2025-05.05,,façade,,,,DUCHARME,"MANOIR, DU","320,00",,Ven 7h-9h,,P,,1,,"295265,00","5041894,15",,
,0000127,15,Outremont,HARTLAND,,   950,parterre,"295248,46","5041905,07",,FRAXINUS PENNSYLVANICA,,,"34,00",2024-07.25,,façade,,,,DUCHARME,"MANOIR, DU","320,00",,Ven 7h-9h,,P,,1,,"295248,46","5041905,07",,
,0000128,15,Outremont,HARTLAND,,   956,parterre,"295239,18","5041911,93",,PLATANUS OCCIDENTALIS,,,"5,00",2025-04.28,,façade,,,,DUCHARME,"MANOIR, DU","320,00",,Ven 7h-9h,,P,,1,,"295239,18","5041911,93",,
,0000129,15,Outremont,HARTLAND,,   970,parterre,"295226,64","5041918,25",,TILIA CORDATA  GREENSPIRE,,,"15,00",2021-08.10,,façade,,,,DUCHARME,"MANOIR, DU","0,00",,Ven 7h-9h,,P,,1,,"295226,64","5041918,25",,
,0000130,15,Outremont,HARTLAND,,   982,parterre,"295217,49","5041923,39",,ACER PLATANOIDES  SUPERFORM,,,"21,00",2024-07.25,,façade,,,,DUCHARME,"MANOIR, DU","300,00",,Ven 7h-9h,,P,,1,,"295217,49","5041923,39",,
,0000131,15,Outremont,HARTLAND,,   982,parterre,"295214,40","5041925,32",,ACER PLATANOIDES  SUPERFORM,,,"17,00",2021-08.10,,droite,,,,DUCHARME,"MANOIR, DU","0,00",,Ven 7h-9h,,P,,1,,"295214,40","5041925,32",,
,0000132,15,Outremont,HARTLAND,,   983,gauche,"295222,91","5041940,75",,ACER SACCHARINUM,,,"76,00",2024-09.09,,gauche,,,,DUCHARME,"MANOIR, DU","330,00",,Mar 13h-15h,,I,,1,,"295222,91","5041940,75",,
,0000133,15,Outremont,HARTLAND,,   983,parterre,"295233,59","5041933,69",,FRAXINUS PENNSYLVANICA,,,"37,00",2024-07.25,,façade,,,,DUCHARME,"MANOIR, DU","330,00",,Mar 13h-15h,,I,,1,,"295233,59","5041933,69",,
,0000134,15,Outremont,HARTLAND,,   973,façade,"295240,65","5041929,28",,FRAXINUS PENNSYLVANICA,,,"39,00",2024-09.09,,façade,,,,DUCHARME,"MANOIR, DU","330,00",,Mar 13h-15h,,I,,1,,"295240,65","5041929,28",,
,0000135,15,Outremont,HARTLAND,,   963,parterre,"295246,36","5041925,71",,ACER SACCHARINUM,,,"79,00",2024-07.25,,façade,,,,DUCHARME,"MANOIR, DU","330,00",,Mar 13h-15h,,I,,1,,"295246,36","5041925,71",,
,0000136,15,Outremont,HARTLAND,,   953,parterre,"295258,32","5041917,70",,ACER FREEMANII AUTUMN BLAZE,,,"5,00",2025-04.28,,façade,,,,DUCHARME,"MANOIR, DU","330,00",,Mar 13h-15h,,I,,1,,"295258,32","5041917,70",,
,0000137,15,Outremont,HARTLAND,,   943,parterre,"295265,76","5041913,37",,ACER PLATANOIDES,,,"37,00",2024-07.25,,façade,,,,DUCHARME,"MANOIR, DU","330,00",,Mar 13h-15h,,I,,1,,"295265,76","5041913,37",,
,0000138,15,Outremont,HARTLAND,,   937,parterre,"295276,27","5041906,80",,GYMNOCLADUS DIOICUS 'ESPRESSO',,,"6,00",2021-08.10,,façade,,,,DUCHARME,"MANOIR, DU","0,00",,Mar 13h-15h,,I,,1,,"295276,27","5041906,80",,
,0000139,15,Outremont,HARTLAND,,   927,parterre,"295282,16","5041903,12",,TILIA CORDATA,,,"57,00",2024-07.25,,façade,,,,DUCHARME,"MANOIR, DU","330,00",,Mar 13h-15h,,I,,1,,"295282,16","5041903,12",,
,0000140,15,Outremont,HARTLAND,,   921,parterre,"295288,21","5041899,34",,TILIA CORDATA  GREENSPIRE,,,"16,00",2021-08.10,,façade,,,,DUCHARME,"MANOIR, DU","0,00",,Mar 13h-15h,,I,,1,,"295288,21","5041899,34",,
,0000141,15,Outremont,HARTLAND,,   915,parterre,"295299,52","5041889,97",,ACER PLATANOIDES,,,"95,00",2024-07.25,,façade,,,,DUCHARME,"MANOIR, DU","330,00",,Mar 13h-15h,,I,,1,,"295299,52","5041889,97",,
,0000142,15,Outremont,HARTLAND,,   915,parterre,"295305,65","5041886,14",,ACER PLATANOIDES,,,"15,00",2021-08.10,,façade,,,,DUCHARME,"MANOIR, DU","0,00",,Mar 13h-15h,,I,,1,,"295305,65","5041886,14",,
,0000143,15,Outremont,HARTLAND,,   911,parterre,"295315,67","5041880,91",,ACER PLATANOIDES,,,"57,00",2024-07.25,,façade,,,,DUCHARME,"MANOIR, DU","330,00",,Mar 13h-15h,,I,,1,,"295315,67","5041880,91",,
,0000144,15,Outremont,HARTLAND,,   907,parterre,"295325,58","5041874,04",,ACER PLATANOIDES,,,"39,00",2024-07.25,,façade,,,,DUCHARME,"MANOIR, DU","330,00",,Mar 13h-15h,,I,,1,,"295325,58","5041874,04",,
,0000145,15,Outremont,HARTLAND,,   903,parterre,"295333,58","5041868,07",,ACER SACCHARINUM,,,"68,00",2024-07.25,,façade,,,,DUCHARME,"MANOIR, DU","330,00",,Mar 13h-15h,,I,,1,,"295333,58","5041868,07",,
,0000146,15,Outremont,HARTLAND,,   881,parterre,"295360,50","5041852,59",,ACER PLATANOIDES,,,"37,00",2024-07.25,,gauche,,,,VAN HORNE,DUCHARME,"300,00",,Mar 13h-15h,,I,,1,,"295360,50","5041852,59",,
,0000147,15,Outremont,HARTLAND,,   881,parterre,"295368,42","5041847,76",,GINKGO BILOBA 'PRINC. SENTRY',,,"4,00",2021-08.10,,façade,,,,VAN HORNE,DUCHARME,"0,00",,Mar 13h-15h,,I,,1,,"295368,42","5041847,76",,
,0000148,15,Outremont,HARTLAND,,   877,façade,"295377,69","5041842,44",,ACER PLATANOIDES,,,"58,00",2024-09.09,,façade,,,,VAN HORNE,DUCHARME,"320,00",,Mar 13h-15h,,I,,1,,"295377,69","5041842,44",,
,0000149,15,Outremont,HARTLAND,,   875,parterre,"295385,48","5041836,37",,GINKGO BILOBA 'AUTUMN GOLD',,,"3,00",2021-08.10,,façade,,,,VAN HORNE,DUCHARME,"0,00",,Mar 13h-15h,,I,,1,,"295385,48","5041836,37",,
,0000150,15,Outremont,HARTLAND,,   875,parterre,"295392,20","5041831,54",,ACER FREEMANII AUTUMN BLAZE,,,"5,00",2025-05.05,,droite,,,,VAN HORNE,DUCHARME,"320,00",,Mar 13h-15h,,I,,1,,"295392,20","5041831,54",,
,0000151,15,Outremont,HARTLAND,,   855,parterre,"295402,78","5041823,60",,QUERCUS BICOLOR,,,"5,00",2021-11.17,,droite,,,,VAN HORNE,DUCHARME,"0,00",,Mar 13h-15h,,I,,1,,"295402,78","5041823,60",,
,0000155,15,Outremont,HARTLAND,,   825,parterre,"295441,26","5041799,80",,ACER PLATANOIDES,,,"75,00",2024-07.25,,façade,,,,VAN HORNE,DUCHARME,"310,00",,Mar 13h-15h,,I,,1,,"295441,26","5041799,80",,
,0000156,15,Outremont,HARTLAND,,   823,parterre,"295449,02","5041794,29",,TILIA CORDATA  GREENSPIRE,,,"15,00",2021-08.10,,façade,,,,VAN HORNE,DUCHARME,"0,00",,Mar 13h-15h,,I,,1,,"295449,02","5041794,29",,
,0000157,15,Outremont,HARTLAND,,   815,parterre,"295455,51","5041790,31",,ACER PLATANOIDES,,,"58,00",2024-07.25,,façade,,,,VAN HORNE,DUCHARME,"340,00",,Mar 13h-15h,,I,,1,,"295455,51","5041790,31",,
,0000158,15,Outremont,HARTLAND,,   815,parterre,"295463,02","5041785,72",,QUERCUS RUBRA,,,"4,00",2022-08.11,,façade,,,,VAN HORNE,DUCHARME,"0,00",,Mar 13h-15h,,I,,1,,"295463,02","5041785,72",,
,0000159,15,Outremont,HARTLAND,,   805,parterre,"295480,34","5041775,52",,TILIA CORDATA  GLENLEVEN,,,"14,00",2025-08.13,,façade,,,,VAN HORNE,DUCHARME,"0,00",,Mar 13h-15h,,I,,1,,"295480,34","5041775,52",,
,0000160,15,Outremont,HARTLAND,,   800,parterre,"295473,28","5041758,35",,TILIA CORDATA  GREENSPIRE,,,"13,00",2021-08.10,,sur le côté droit,,,,VAN HORNE,DUCHARME,"0,00",,Tout temps,,P,,1,,"295473,28","5041758,35",,
,0000162,15,Outremont,HARTLAND,,   810,parterre,"295459,50","5041766,71",,ACER PLATANOIDES EMLD QUN,,,"15,00",2021-08.10,,gauche,,,,VAN HORNE,DUCHARME,"0,00",,Ven 7h-9h,,P,,1,,"295459,50","5041766,71",,
,0000163,15,Outremont,HARTLAND,,   810,parterre,"295451,31","5041772,71",,GINKGO BILOBA 'PRINC. SENTRY',,,"5,00",2025-04.28,,façade,,,,VAN HORNE,DUCHARME,"320,00",,Ven 7h-9h,,P,,1,,"295451,31","5041772,71",,
,0000164,15,Outremont,HARTLAND,,   820,façade,"295443,31","5041778,26",,ACER PLATANOIDES,,,"76,00",2024-09.09,,façade,,,,VAN HORNE,DUCHARME,"320,00",,Ven 7h-9h,,P,,1,,"295443,31","5041778,26",,
,0000165,15,Outremont,HARTLAND,,   830,parterre,"295434,75","5041784,06",,LIRIODENDRON TULIPIFERA,,,"5,00",2025-04.28,,façade,,,,VAN HORNE,DUCHARME,"320,00",,Ven 7h-9h,,P,,1,,"295434,75","5041784,06",,
,0000166,15,Outremont,HARTLAND,,   832,façade,"295428,36","5041789,18",,ACER PLATANOIDES,,,"53,00",2024-09.09,,façade,,,,VAN HORNE,DUCHARME,"320,00",,Ven 7h-9h,,P,,1,,"295428,36","5041789,18",,
,0000167,15,Outremont,HARTLAND,,   840,parterre,"295423,16","5041793,21",,ACER PLATANOIDES,,,"51,00",2024-07.25,,façade,,,,VAN HORNE,DUCHARME,"320,00",,Ven 7h-9h,,P,,1,,"295423,16","5041793,21",,
,0000168,15,Outremont,HARTLAND,,   842,parterre,"295418,10","5041796,15",,ACER PLATANOIDES,,,"66,00",2024-07.25,,façade,,,,VAN HORNE,DUCHARME,"320,00",,Ven 7h-9h,,P,,1,,"295418,10","5041796,15",,
,0000169,15,Outremont,HARTLAND,,   850,parterre,"295409,76","5041801,40",,ACER PLATANOIDES,,,"71,00",2024-07.25,,façade,,,,VAN HORNE,DUCHARME,"320,00",,Ven 7h-9h,,P,,1,,"295409,76","5041801,40",,
,0000170,15,Outremont,HARTLAND,,   854,parterre,"295400,57","5041807,04",,ACER PLATANOIDES,,,"29,00",2024-07.25,,façade,,,,VAN HORNE,DUCHARME,"320,00",,Ven 7h-9h,,P,,1,,"295400,57","5041807,04",,
,0000171,15,Outremont,HARTLAND,,   866,façade,"295385,73","5041816,34",,ACER PLATANOIDES,,,"43,00",2024-09.09,,façade,,,,VAN HORNE,DUCHARME,"320,00",,Ven 7h-9h,,P,,1,,"295385,73","5041816,34",,
,0000172,15,Outremont,HARTLAND,,   870,parterre,"295379,02","5041820,10",,ULMUS 'ACCOLADE',,,"13,00",2021-08.10,,façade,,,,VAN HORNE,DUCHARME,"0,00",,Ven 7h-9h,,P,,1,,"295379,02","5041820,10",,
,0000173,15,Outremont,HARTLAND,,   876,façade,"295371,72","5041826,63",,ACER PLATANOIDES,,,"53,00",2025-06.11,,façade,,,,VAN HORNE,DUCHARME,"320,00",,Ven 7h-9h,,P,,1,,"295371,72","5041826,63",,
,0000174,15,Outremont,HARTLAND,,   880,parterre,"295360,62","5041832,51",,ACER PLATANOIDES,,,"31,00",2024-07.25,,façade,,,,VAN HORNE,DUCHARME,"350,00",,Ven 7h-9h,,P,,1,,"295360,62","5041832,51",,
,0000175,15,Outremont,HARTLAND,,   880,façade,"295351,48","5041836,60",,ACER PLATANOIDES,,,"68,00",2024-09.09,,façade,,,,VAN HORNE,DUCHARME,"320,00",,Ven 7h-9h,,P,,1,,"295351,48","5041836,60",,
,0000177,15,Outremont,HARTLAND,,   797,parterre,"295510,59","5041752,36",,ACER PLATANOIDES,,,"79,00",2024-07.25,,droite,,,,LAJOIE,VAN HORNE,"340,00",,Mar 13h-15h,,I,,1,,"295510,59","5041752,36",,
,0000179,15,Outremont,HARTLAND,,   781,parterre,"295535,02","5041739,48",,GINKGO BILOBA 'PRINC. SENTRY',,,"7,00",2021-08.10,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Mar 13h-15h,,I,,1,,"295535,02","5041739,48",,
,0000180,15,Outremont,HARTLAND,,   779,parterre,"295544,22","5041733,90",,GINKGO BILOBA 'PRINC. SENTRY',,,"8,00",2021-08.10,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Mar 13h-15h,,I,,1,,"295544,22","5041733,90",,
,0000181,15,Outremont,HARTLAND,,   773,façade,"295552,79","5041727,90",,ACER SACCHARINUM,,,"72,00",2025-09.22,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Mar 13h-15h,,I,,1,,"295552,79","5041727,90",,
,0000182,15,Outremont,HARTLAND,,   771,façade,"295561,28","5041722,16",,ACER SACCHARINUM,,,"62,00",2024-09.09,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Mar 13h-15h,,I,,1,,"295561,28","5041722,16",,
,0000183,15,Outremont,HARTLAND,,   767,façade,"295568,17","5041718,76",,ACER PLATANOIDES,,,"73,00",2024-09.09,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Mar 13h-15h,,I,,1,,"295568,17","5041718,76",,
,0000184,15,Outremont,HARTLAND,,   765,parterre,"295577,84","5041714,11",,GINKGO BILOBA,,,"14,00",2021-08.10,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Mar 13h-15h,,I,,1,,"295577,84","5041714,11",,
,0000185,15,Outremont,HARTLAND,,   759,façade,"295585,29","5041708,35",,ACER SACCHARINUM,,,"63,00",2024-09.09,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Mar 13h-15h,,I,,1,,"295585,29","5041708,35",,
,0000187,15,Outremont,HARTLAND,,   753,façade,"295600,90","5041698,30",,ACER SACCHARINUM,,,"69,00",2024-09.09,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Mar 13h-15h,,I,,1,,"295600,90","5041698,30",,
,0000188,15,Outremont,HARTLAND,,   751,parterre,"295608,76","5041692,74",,LIRIODENDRON TULIPIFERA,,,"5,00",2025-04.30,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Mar 13h-15h,,I,,1,,"295608,76","5041692,74",,
,0000189,15,Outremont,HARTLAND,,   745,façade,"295617,09","5041686,99",,ACER PLATANOIDES,,,"60,00",2024-09.09,,façade,,,,LAJOIE,VAN HORNE,"330,00",,Mar 13h-15h,,I,,1,,"295617,09","5041686,99",,
,0000190,15,Outremont,HARTLAND,,   741,parterre,"295623,77","5041682,56",,TILIA CORDATA  GREENSPIRE,,,"25,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Mar 13h-15h,,I,,1,,"295623,77","5041682,56",,
,0000191,15,Outremont,HARTLAND,,   737,parterre,"295630,56","5041678,94",,ACER PLATANOIDES  DEBORAH,,,"33,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Mar 13h-15h,,I,,1,,"295630,56","5041678,94",,
,0000192,15,Outremont,HARTLAND,,   733,parterre,"295639,82","5041674,17",,FRAXINUS PENNSYLVANICA,,,"41,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"330,00",,Mar 13h-15h,,I,,1,,"295639,82","5041674,17",,
,0000193,15,Outremont,HARTLAND,,   727,façade,"295648,54","5041667,43",,ACER SACCHARINUM,,,"100,00",2024-09.09,,façade,,,,LAJOIE,VAN HORNE,"330,00",,Mar 13h-15h,,I,,1,,"295648,54","5041667,43",,
,0000194,15,Outremont,HARTLAND,,   727,parterre,"295655,01","5041663,15",,ACER PLATANOIDES,,,"31,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Mar 13h-15h,,I,,1,,"295655,01","5041663,15",,
,0000195,15,Outremont,HARTLAND,,   721,façade,"295663,62","5041658,50",,ACER PLATANOIDES,,,"37,00",2024-09.09,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Mar 13h-15h,,I,,1,,"295663,62","5041658,50",,
,0000196,15,Outremont,HARTLAND,,   719,façade,"295673,33","5041653,81",,ACER PLATANOIDES,,,"41,00",2024-09.09,,façade,,,,LAJOIE,VAN HORNE,"330,00",,Mar 13h-15h,,I,,1,,"295673,33","5041653,81",,
,0000197,15,Outremont,HARTLAND,,   711,parterre,"295683,45","5041647,20",,AMELANCHIER CANADENSIS,,,"5,00",2025-09.22,,façade,,,,LAJOIE,VAN HORNE,"330,00",,Mar 13h-15h,,I,,1,,"295683,45","5041647,20",,
,0000198,15,Outremont,HARTLAND,,   705,parterre,"295696,68","5041636,79",,GINKGO BILOBA 'WOODSTOCK',,,"9,00",2021-08.10,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Mar 13h-15h,,I,,1,,"295696,68","5041636,79",,
,0000199,15,Outremont,HARTLAND,,   702,parterre,"295694,80","5041619,52",,ULMUS AMERICANA 'PRINCETON',,,"8,00",2023-01.23,,droite,,,,LAJOIE,VAN HORNE,"0,00",,Ven 7h-9h,,P,,1,,"295694,80","5041619,52",,
,0000200,15,Outremont,HARTLAND,,   702,parterre,"295688,00","5041623,63",,AMELANCHIER CANADENSIS,,,"5,00",2024-10.09,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Ven 7h-9h,,P,,1,,"295688,00","5041623,63",,
,0000201,15,Outremont,HARTLAND,,   702,façade,"295682,39","5041627,17",,ACER PLATANOIDES,,,"80,00",2024-09.09,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Ven 7h-9h,,P,,1,,"295682,39","5041627,17",,
,0000202,15,Outremont,HARTLAND,,   710,parterre,"295674,92","5041630,38",,TILIA AMERICANA  REDMOND,,,"35,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"350,00",,Ven 7h-9h,,P,,1,,"295674,92","5041630,38",,
,0000203,15,Outremont,HARTLAND,,   710,parterre,"295669,88","5041637,16",,TILIA CORDATA  GREENSPIRE,,,"18,00",2021-08.10,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Ven 7h-9h,,P,,1,,"295669,88","5041637,16",,
,0000204,15,Outremont,HARTLAND,,   718,façade,"295663,49","5041640,18",,ACER PLATANOIDES,,,"69,00",2024-09.09,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Ven 13h-15h,,P,,1,,"295663,49","5041640,18",,
,0000205,15,Outremont,HARTLAND,,   724,parterre,"295654,33","5041645,47",,PLATANUS OCCIDENTALIS,,,"5,00",2025-04.30,,façade,,,,LAJOIE,VAN HORNE,"330,00",,Ven 7h-9h,,P,,1,,"295654,33","5041645,47",,
,0000206,15,Outremont,HARTLAND,,   724,droite,"295635,93","5041656,46",,ACER PLATANOIDES,,,"40,00",2024-09.09,,droite,,,,LAJOIE,VAN HORNE,"320,00",,Ven 7h-9h,,P,,1,,"295635,93","5041656,46",,
,0000207,15,Outremont,HARTLAND,,   736,parterre,"295625,49","5041663,11",,TILIA AMERICANA  REDMOND,,,"18,00",2021-08.10,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Ven 7h-9h,,P,,1,,"295625,49","5041663,11",,
,0000208,15,Outremont,HARTLAND,,   744,parterre,"295612,72","5041670,86",,ACER PLATANOIDES EMLD QUN,,,"28,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Mer 13h-15h,,P,,1,,"295612,72","5041670,86",,
,0000210,15,Outremont,HARTLAND,,   750,parterre,"295599,19","5041679,81",,ACER PLATANOIDES  DEBORAH,,,"22,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Ven 7h-9h,,P,,1,,"295599,19","5041679,81",,
,0000211,15,Outremont,HARTLAND,,   754,façade,"295590,11","5041685,55",,ACER SACCHARINUM,,,"93,00",2024-09.09,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Ven 7h-9h,,P,,1,,"295590,11","5041685,55",,
,0000212,15,Outremont,HARTLAND,,   760,façade,"295580,31","5041691,96",,ACER SACCHARINUM,,,"70,00",2024-09.09,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Ven 7h-9h,,P,,1,,"295580,31","5041691,96",,
,0000213,15,Outremont,HARTLAND,,   760,parterre,"295572,66","5041696,83",,TILIA CORDATA  GREENSPIRE,,,"7,00",2021-08.10,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Ven 7h-9h,,P,,1,,"295572,66","5041696,83",,
,0000214,15,Outremont,HARTLAND,,   768,gauche,"295565,24","5041701,52",,ACER PLATANOIDES,,,"85,00",2025-06.12,,gauche,,,,LAJOIE,VAN HORNE,"320,00",,Ven 7h-9h,,P,,1,,"295565,24","5041701,52",,
,0000216,15,Outremont,HARTLAND,,   770,parterre,"295548,17","5041711,82",,GLEDITSIA T. I.  SHADEMASTER,,,"18,00",2021-08.10,,droite,,,,LAJOIE,VAN HORNE,"0,00",,Ven 7h-9h,,P,,1,,"295548,17","5041711,82",,
,0000217,15,Outremont,HARTLAND,,   776,parterre,"295541,33","5041715,67",,TILIA CORDATA  GREENSPIRE,,,"19,00",2025-09.22,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Ven 7h-9h,,P,,1,,"295541,33","5041715,67",,
,0000218,15,Outremont,HARTLAND,,   778,façade,"295532,34","5041721,65",,ACER PLATANOIDES,,,"65,00",2024-09.09,,façade,,,,LAJOIE,VAN HORNE,"320,00",,Ven 7h-9h,,P,,1,,"295532,34","5041721,65",,
,0000219,15,Outremont,HARTLAND,,   784,parterre,"295528,37","5041724,04",,ACER PLATANOIDES,,,"80,00",2024-07.25,,gauche,,,,LAJOIE,VAN HORNE,"320,00",,Ven 7h-9h,,P,,1,,"295528,37","5041724,04",,
,0000220,15,Outremont,HARTLAND,,   784,parterre,"295522,12","5041727,77",,ACER PLATANOIDES  DEBORAH,,,"27,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"340,00",,Ven 7h-9h,,P,,1,,"295522,12","5041727,77",,
,0000221,15,Outremont,HARTLAND,,   788,parterre,"295511,35","5041735,11",,ULMUS AMERICANA 'PRINCETON',,,"5,00",2021-08.19,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Ven 7h-9h,,P,,1,,"295511,35","5041735,11",,
,0000222,15,Outremont,HARTLAND,,   792,parterre,"295499,56","5041742,36",,GYMNOCLADUS DIOICUS 'ESPRESSO',,,"6,00",2021-08.10,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Ven 7h-9h,,P,,1,,"295499,56","5041742,36",,
,0000223,15,Outremont,HARTLAND,,   690,parterre,"295719,21","5041604,50",,TILIA CORDATA  GLENLEVEN,,,"14,00",2021-08.10,,façade,,,,KELVIN,LAJOIE,"0,00",,Ven 7h-9h,,P,,1,,"295719,21","5041604,50",,
,0000224,15,Outremont,HARTLAND,,   690,parterre,"295726,97","5041599,46",,TILIA CORDATA  GREENSPIRE,,,"28,00",2024-07.25,,façade,,,,KELVIN,LAJOIE,"350,00",,Ven 7h-9h,,P,,1,,"295726,97","5041599,46",,
,0000225,15,Outremont,HARTLAND,,   680,parterre,"295735,16","5041592,71",,GINKGO BILOBA,,,"8,00",2017-01.10,,façade,,,,KELVIN,LAJOIE,"0,00",,Ven 7h-9h,,P,,1,,"295735,16","5041592,71",,
,0000226,15,Outremont,HARTLAND,,   680,parterre,"295743,58","5041587,45",,GINKGO BILOBA 'PRINC. SENTRY',,,"6,00",2021-08.10,,gauche,,,,KELVIN,LAJOIE,"0,00",,Ven 7h-9h,,P,,1,,"295743,58","5041587,45",,
